PURE RECEIPT AGAINST PURCHASE DETAILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receipt No.,Supp Inv No,Supp Inv Date,Receipt Date,Creation Date,Receipt Qty,Org Name,Subinventory,BOE Date,SGST,CGST,IGST,SGST %,CGST %,IGST %,HSN Code,Rcpt Amt,Tax Amt,Rcpt Total,Vendor Name,Vendor No,Vendor Site,Vendor State,Vendor GST Number,Po Number,Po Date,Lot Number,Currency Code,Currency Rate,Rate Date,Po Term Days,Item Code,Item Description,Division,Product,Category,Sub-Category,UOM,Purchase Category,Po Unit Price,Po Quantity,Approved Date,Duties per Unit,Transporter Name,Wo Order No,Invoice Number,Invoice Accounted Status,GRN Created By,Claim Status
10170,D01767,09-Oct-25,10-Oct-25,10-Oct-25,1960,PPC - Bhiwandi New,MKT B2B,,14817.6,14817.6,0,9,9,0,29032200,164640,29635.2,194275.2,J V CHEM INDIA,13507,MUMB-TDS-PUR1,Maharashtra,27AABFJ4268L1Z1,197370,09-Oct-25,197370-10-10-2025,INR,1,09-Oct-25,90 days (Term date + 90),TDIMSN2800TCE002,TRICHLORO ETHYLENE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Packed,84,1960,09-Oct-25,,,,D01767,Accounted,"GOWTHAM B ,",Recovered
13890,PP26MDM-IN11651,10-Oct-25,10-Oct-25,10-Oct-25,140,PCT - Madhavaram Trading,PKG-Empty,,12.6,12.6,0,9,9,0,72044900,140,25.2,165.2,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,9108,10-Oct-25,SCRAP-01-09-2025,INR,1,,IMMEDIATE,SCRAPMSB00000002,SCRAP - IRON/STEEL (MS BARREL),MISC,,,,EA,,1,140,10-Oct-25,,,SCRAP-01-09-2025,PP26MDM-IN11651-101-71230,Unaccounted,"S VIBU,",Recovered
12183,PP26BHW-IN4347,10-Oct-25,15-Oct-25,15-Oct-25,200,PPC - Sonipat,SHED A,,0,0,11487.0564,0,0,18,32089090,63816.98,11487.0564,75304.0364,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-Bhiwandi N,Maharashtra,,109290,10-Oct-25,100471-POI25081872,INR,1,,IMMEDIATE,MCPCHDCB00050002,PURCAT AP S-100,Performance Chemicals,PNC Division,Pure Chemicals,Adhesion Promoter,KG,,319.0849,200,10-Oct-25,,,PPC-DEL-25-26-0513,,,"GOWTHAM B ,",Recovered
12182,PP26BHW-IN4348,10-Oct-25,15-Oct-25,15-Oct-25,453.6,PPC - Sonipat,SHED A,,0,0,41548.89299,0,0,18,34049090,230827.1833,41548.89299,272376.0763,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Bhw New,Maharashtra,,109291,10-Oct-25,193004,INR,1,,IMMEDIATE,TCSMCTCB056D7089,S-379H,Performance Chemicals,PNC Division,Paints & Coatings,Shamrock,KG,,508.87827,453.6,10-Oct-25,,,PPC-DEL-25-26-0512,,,"Jacob James Raja ,",Recovered
17134,84-,10-Oct-25,10-Oct-25,10-Oct-25,5380,PPC - Bonthapally(HYD),SHED B,,134.5,134.5,0,2.5,2.5,0,22011010,5380,269,5649,GANGA BHAVANI MINERAL WATER,12598,GANG-MDKDT,Telangana,36AMRPG2560Q1ZE,196128,12-Sep-25,196128-84,INR,1,12-Sep-25,3 days (Term date + 3),TDIHDN240DMWA001,DM WATER,MISC,,,DM Water,KG,,1,40000,10-Oct-25,,,,84-,Accounted,"GOWTHAM B ,",Recovered
487,,16-Oct-25,16-Oct-25,16-Oct-25,1,PPC - HO Shenoy Nagar,SHED A,,0,0,0,0,0,0,61044200,731.07287,0,731.07287,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Sriper DD,Tamil Nadu,,109212,09-Oct-25,ALONGE-26.04.2024,INR,1,,IMMEDIATE,FTSD066OAM00L004,PUFF SLEEVE DRESS -SD066-OATMILK-L,NPD,Alonge,Textile,Dress,EA,,731.07287,1,09-Oct-25,,,,,,"Prabakaran.M,",GST Claim NA
84,PP26AEK-AZ1943,13-Oct-25,16-Oct-25,16-Oct-25,18,PPC - Bhiwandi Flipkart,SHED A,,0,0,704.3268492,0,0,18,34029099,3912.92694,704.3268492,4617.253789,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Anekal Me,Karnataka,29AACCP3026E1ZP,109379,13-Oct-25,COMBO-13.10.25,INR,1,,IMMEDIATE,MVMPCCP02D500021,HARD STAIN SPRAY+ WIPE AND TOUGH LIME SCALE SPRAY + SCRUB ( COMPO PACK 2 X 500ML ),NPD,Vooki Division,Vooki Premium,Home and Office Care,BOX,,217.38483,18,13-Oct-25,,,,,,"Prabakaran.M,",Recovered
2149,,13-Oct-25,13-Oct-25,13-Oct-25,22780,PPC - Mumbai Port,JNPT,,0,0,0,0,0,0,39072910,2273717.724,0,2273717.724,"CHANGHUA CHEMICAL TECHNOLOGY CO., LTD",30316,CHANG-JIANGSU1,Other,Unregistered,194745,14-Aug-25,194745,USD,88.692,31-Jul-25,LC 60 Days from BL / Shipment Date,TIBNAX000PSPP004,POLYMER POLYOLS CHP-2045,General Chemicals,GC2,PU Products,MDI Grades,KG,Imported-Bulk,1.14,23000,14-Aug-25,,,,CH20250913011,Accounted,"Ezhilarasan M ,",GST Claim NA
4552,PC26MVM-IN124,13-Oct-25,15-Oct-25,15-Oct-25,2,PSM - Thervoykandigai MFG,SHED A,,17.5635414,17.5635414,0,9,9,0,28273990,195.15046,35.1270828,230.2775428,PURE CHEMICALS CO MFG,24196,PCCM-CHENNAI,Tamil Nadu,33AAYFP5219Q1ZC,13116,13-Oct-25,20-2003-28.11.2024,INR,1,,IMMEDIATE,MLPBTPEP005-AR00,POTASSIUM CHLORIDE AR,NPD,Lab Division,Lab Chemicals,AR,KG,,97.57523,2,13-Oct-25,,,,PC26MVM-IN124-845-71274,Unaccounted,"Godlin Vincent,",Pending Recovery
3361,,15-Oct-25,15-Oct-25,15-Oct-25,534,PPC - Kappalur,SHED B,,0,0,0,0,0,0,27073000,41378.44782,0,41378.44782,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-IRUGUR,Tamil Nadu,33AACCP3026E1Z0,109425,14-Oct-25,IRU-74,INR,1,,IMMEDIATE,TIRMSU17800MX016,MIXED XYLENE (ISOMERS LESS THAN 95%),General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,77.48773,534,14-Oct-25,,,,,,"Jacob James Raja ,",GST Claim NA
10203,596,10-Oct-25,14-Oct-25,14-Oct-25,460,PPC - Bhiwandi New,MKT B2B,,2670.3,2670.3,0,9,9,0,29094100,29670,5340.6,35010.6,A P CHEM CORPORATION,30399,MUMB-TDS-PUR1,Maharashtra,27ABYFA8027E1Z3,197485,10-Oct-25,197485-14-10-2025,INR,1,10-Oct-25,90 days (Term date + 90),TDIHDN2300DEG010,DI ETHYLENE GLYCOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Packed,64.5,460,13-Oct-25,,,,596,Accounted,"GOWTHAM B ,",Recovered
30744,,14-Oct-25,14-Oct-25,14-Oct-25,750,PPC - Madhavaram,SHED L,,0,0,0,0,0,0,39093100,130154.7975,0,130154.7975,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Puzhal,Tamil Nadu,33AACCP3026E1Z0,109450,14-Oct-25,190191,INR,1,,IMMEDIATE,TIIMSN250PMDI001,COSMONATE M200,General Chemicals,GC2,PU Products,MDI Grades,KG,,173.53973,750,14-Oct-25,,,PPC-MAD-25-26-1555,,,"Prasanth Radhakrishnan,",GST Claim NA
525,PP26GMD-IN299,14-Oct-25,16-Oct-25,16-Oct-25,3000,PPC - Anekal Melhor,SHED A,,0,0,187.5075,0,0,5,48191010,3750.15,187.5075,3937.6575,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC- GUMMUDIPOO,Tamil Nadu,33AACCP3026E1Z0,109461,14-Oct-25,12612-25-26,INR,1,,IMMEDIATE,PCBBNFPH00S70002,NARROW FLUTE PUNCHED HOLE PAD FOR SINGLE COMBO 500 ML (70X70X70 - OD),Packing Materials,Vooki,Carton Box,,EA,,1.25005,3000,14-Oct-25,,,,,,"Prabakaran.M,",Recovered
11943,KA10036211,14-Oct-25,14-Oct-25,14-Oct-25,2000,PPC - Bangalore,SHED A,,67960.8,67960.8,0,9,9,0,27101979,755120,135921.6,891041.6,EXXONMOBIL LUBRICANTS PRIVATE LIMITED,12387,EXXON-BANG,Karnataka,29AABCE0207H2Z1,197524,13-Oct-25,WL3B28-14-10-2025,INR,1,13-Oct-25,60 days (Term date + 60),TLUTMSBR00200009,"TOYOTA MG G/OIL 75W90 GL3 KAI2257,200LT",Performance Chemicals,LMA Division,LMA,Lube TKM,L,,377.56,2000,13-Oct-25,,,,KA10036211,Accounted,"GOWTHAM B ,",Recovered
2390,F55202505008,27-Sep-25,14-Oct-25,14-Oct-25,25,PPC - Karur SP,SHED A,,0,0,4792.5,0,0,18,32041119,26625,4792.5,31417.5,ARCHROMA INTERNATIONAL (INDIA) PRIVATE LIMITED,28933,MUMB-TDS-PUR,Maharashtra,27AAACH9149J1Z8,197527,13-Oct-25,BA1210V24-27.09.2025,INR,1,13-Oct-25,30 days (Term date + 30),TTTDCTBX00025319,TERASIL YELLOW 4G 0025,Performance Chemicals,Textile & Paper Division,Textile,Textile Dye,KG,,1065,25,13-Oct-25,,,,F55202505008,Accounted,"Prasanth Radhakrishnan,",Recovered
2926,PP26MDM-IN11852,14-Oct-25,16-Oct-25,16-Oct-25,540,PPC - Pondicherry,SHED A,,0,0,7480.719036,0,0,18,29153100,41559.5502,7480.719036,49040.26924,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,109515,14-Oct-25,PPC-MAD-25-26-1536,INR,1,,IMMEDIATE,TDRMSN180ETAC005,ETHYL ACETATE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,76.96213,540,14-Oct-25,,,,,,"Jacob James Raja ,",Recovered
8424,PC26PRD-IN455,15-Oct-25,15-Oct-25,15-Oct-25,849.75,CCL - Tiruppur (KC),SHED C,,4978.687544,4978.687544,0,9,9,0,38099190,55318.75049,9957.375089,65276.12558,PURE CHEMICALS CO,26279,PCT - PERUNDURA,Tamil Nadu,33AAYFP5219Q1ZC,15481,15-Oct-25,R29N4682 06102025 29082026,INR,1,,IMMEDIATE,MTFCHDCB00050132,PURESOFT PINK,Performance Chemicals,Textile & Paper Division,Textile Pure,Finishing Chemical,KG,,65.10003,1500,15-Oct-25,,,,,,"Vijay R,",Pending Recovery
7483,250000002458,15-Oct-25,15-Oct-25,15-Oct-25,17898,PPC - Cochin(Ptcz-TRD),Transport,,169136.1,169136.1,0,9,9,0,29071110,1879290,338272.2,2217562.2,HINDUSTAN ORGANIC CHEMICALS LIMITED,13068,HIND-ACETOERNK,Kerala,32AAACH2663P1ZG,197631,15-Oct-25,197478-15-10-2025,INR,1,15-Oct-25,100% Advance,TDBNAX000PHEN003,PHENOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Bulk,105,20000,15-Oct-25,,,COC-25-26-T-432,250000002458,Accounted,"Prasanth Radhakrishnan,",Recovered
4543,,15-Oct-25,15-Oct-25,15-Oct-25,199.2,PSM - Thervoykandigai MFG,SHED A,,0,0,0,0,0,0,29224990,12254.0629,0,12254.0629,PON PURE SPECIALITY CHEMICAL PRIVATE LIMITED-MFG,26787,PSM-Hosur-Mfg,Tamil Nadu,33AALCP9560E1Z8,13123,15-Oct-25,101791 POI25102177,INR,1,,IMMEDIATE,TD12HDBR00210234,LMAP053,Performance Chemicals,Raw  Material,Textile Pure,Pretreatment,KG,,61.51638,199.2,15-Oct-25,,,,,,"Godlin Vincent,",GST Claim NA
2926,KT2521004552,30-Sep-25,15-Oct-25,15-Oct-25,148,PPC - APL Malur,RM Store,,0,0,0,9,9,0,39233090,0,0,0,ASIAN PAINTS LIMITED,10798,ASIAN-KOLAR,Karnataka,29AAACA3622K1ZR,122528,06-Jun-20,KT2521004553,INR,1,06-Jun-20,3 days (Term date + 3),JWPKP53468KTN20L,GLOMAX ULTRA POLISH 20L JERRY CAN,MISC,,,,EA,,0,,30-Nov-24,,,,,,"Manikandan.S,",GST Claim NA
4571,PC26ILM-IN303,15-Oct-25,17-Oct-25,17-Oct-25,250,PSM - Thervoykandigai MFG,SHED A,,0,0,0,0,0,0,25010010,6149.2375,0,6149.2375,PURE CHEMICALS CO MFG,24196,PCM-Illa-MFG,Tamil Nadu,33AACCP3026E1Z0,13124,15-Oct-25,INV 2526 41832 13102025,INR,1,,IMMEDIATE,TD10HDBG00001155,TATA SALT 1KG,Performance Chemicals,Raw  Material,Vooki,Cleaning Product,KG,,24.59695,300,15-Oct-25,,,,,,"Godlin Vincent,",GST Claim NA
13924,PP26MDM-IN11907,15-Oct-25,15-Oct-25,15-Oct-25,1370,PCT - Madhavaram Trading,SHED H,,11514.987,11514.987,0,9,9,0,29011000,127944.3,23029.974,150974.274,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,9140,15-Oct-25,PCT-MAD-25-26-1508,INR,1,,IMMEDIATE,TIRMSU137EXHX008,EXXSOL HEXANE FLUID,General Chemicals,GC1,Differentiated,Exxon Speciality Solvents,KG,,93.39,1370,15-Oct-25,,,PCT-MAD-25-26-1508,,,"S VIBU,",Pending Recovery
9536,CC26ERO-IN2081,16-Oct-25,17-Oct-25,17-Oct-25,2,PPC - Perundurai,SHED B,,75.0278952,75.0278952,0,9,9,0,34029049,833.64328,150.0557904,983.6990704,COLOR CHEMICALS,11727,CCC-ERODE,Tamil Nadu,33AAAFC6130F1Z4,109648,16-Oct-25,3511250028-26.08.2025,INR,1,,IMMEDIATE,TTPRHDCB00060113,KIERALON NAN LIQ,Performance Chemicals,Textile & Paper Division,Textile,Pretreatment,KG,,416.82164,2,16-Oct-25,,,,,,"Rajkumar.S,",Pending Recovery
17177,PP26EPD-IN1409,16-Oct-25,17-Oct-25,17-Oct-25,21830,PPC - Bonthapally(HYD),Transport,,0,0,277003.6031,0,0,18,29023000,1538908.906,277003.6031,1815912.509,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-ENNORE DUTY,Tamil Nadu,33AACCP3026E1Z0,109686,16-Oct-25,195948,INR,1,,IMMEDIATE,TIBNAX0000TOL009,TOLUENE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,70.49514,21830,16-Oct-25,,,PPC-HYD-25-26-0751,,,"GOWTHAM B ,",Recovered
21336,MUM/150,17-Oct-25,17-Oct-25,17-Oct-25,190,PPC - Mumbai,SHED B,,2770.2,2770.2,0,9,9,0,29141910,30780,5540.4,36320.4,PARAS DYES & CHEMICALS PVT LTD,15855,PARA-MUM,Maharashtra,27AAFCP6057L1ZY,197685,16-Oct-25,197685-17-10-2025,INR,1,16-Oct-25,60 days (Term date + 60),TDIMSN190IPHN003,ISOPHORONE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Packed,162,190,16-Oct-25,,,FY-25-26,MUM/150,Accounted,"Ezhilarasan M ,",Recovered
1311,PP26HGY-AZ262,17-Oct-25,17-Oct-25,17-Oct-25,12,PPC - Puzhal,Transport,,0,0,172.025208,0,0,18,34029019,955.6956,172.025208,1127.720808,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Hooghly M,West Bengal,19AACCP3026E1ZQ,109738,17-Oct-25,COMBO-17102025,INR,1,,IMMEDIATE,MVMPCBTHDD500187,VOOKI NATURE POWERED DISH WASH 500ML,NPD,Vooki Division,Vooki Premium,Dish Wash,EA,,79.6413,12,17-Oct-25,,,,,,"Jacob James Raja ,",Recovered
7493,PP26IRU-IN2338,17-Oct-25,18-Oct-25,18-Oct-25,2013,PPC - Cochin(Ptcz-TRD),SHED C,,0,0,58058.62231,0,0,18,29142200,322547.9017,58058.62231,380606.524,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-IRUGUR,Tamil Nadu,33AACCP3026E1Z0,109747,17-Oct-25,IRU-70,INR,1,,IMMEDIATE,TDRMSN190CHXN004,CYCLO HEXANONE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,160.23244,2090,17-Oct-25,,,,,,"Kamaraj.P,",Pending Recovery
4723,F11202513877,10-Oct-25,18-Oct-25,18-Oct-25,500,CCC - Tiruppur (KC),SHED B,,0,0,11880,0,0,18,34029091,66000,11880,77880,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55497,17-Oct-25,3501250288-10.10.2025,INR,1,17-Oct-25,45 days (Term date + 45),TTPRHDCB00100013,IMEROL XNI LIQ,Performance Chemicals,Textile & Paper Division,Textile,Pretreatment,KG,,132,500,17-Oct-25,,,,F11202513877,Unaccounted,"Prasanth Radhakrishnan,",Recovered
12201,241225108563,17-Oct-25,18-Oct-25,18-Oct-25,5400,PPC - Sonipat,Transport,,0,0,36936,0,0,18,29031200,205200,36936,242136,GUJARAT FLUOROCHEMICALS LIMITED,23431,GUJARAT-BHARU,Gujarat,24AAFCI0903C1ZB,197578,14-Oct-25,197578-241225108563,INR,1,14-Oct-25,90 days (Term date + 90),TDIHDN2700MDC021,METHYLENE CHLORIDE BP GRADE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Packed,38,5400,16-Oct-25,,,,241225108563,Unaccounted,"Prasanth Radhakrishnan,",Pending Recovery
1499,PP26CBE-AZ596,03-Oct-25,04-Oct-25,04-Oct-25,1,PPC - Devanahalli Amazon,SHEDA,,0,0,21.9216726,0,0,18,34029099,121.78707,21.9216726,143.7087426,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-CBE-AMZ,Tamil Nadu,33AALCP9560E1Z8,108779,03-Oct-25,COMBO-30-05-2025,INR,1,,IMMEDIATE,MVMPCCP02D500025,"VOOKI ECOFRIENDLY TOILET CLEANER LIQUID AND DISINFECTANT FLOOR & SURFACE CLEANER, 500 ML EACH, (COMBO PACK OF 2)",NPD,Vooki Division,Vooki Premium,Home and Office Care,BOX,,121.78707,1,03-Oct-25,,,,,,"Manikandan.S,",Recovered
1502,PP26DNL-AZ1124,03-Oct-25,04-Oct-25,04-Oct-25,1,PPC - Devanahalli Amazon,SHEDA,,0,0,22.1258952,0,0,18,34029099,122.92164,22.1258952,145.0475352,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - DURAINALL,Tamil Nadu,,108786,03-Oct-25,COMBO-03.06.2025,INR,1,,IMMEDIATE,MVMPCCP02D500025,"VOOKI ECOFRIENDLY TOILET CLEANER LIQUID AND DISINFECTANT FLOOR & SURFACE CLEANER, 500 ML EACH, (COMBO PACK OF 2)",NPD,Vooki Division,Vooki Premium,Home and Office Care,BOX,,122.92164,1,03-Oct-25,,,,,,"Manikandan.S,",Recovered
1512,PP26SPT-AZ1157,03-Oct-25,04-Oct-25,04-Oct-25,1,PPC - Devanahalli Amazon,SHEDA,,0,0,34.4572776,0,0,18,34029012,191.42932,34.4572776,225.8865976,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-SONI-AMZ,Haryana,06AACCP3026E1ZX,108792,03-Oct-25,COMBO-27.01.2025,INR,1,,IMMEDIATE,MVMPCCP02D500020,TOUGH LIME SCALE SPRAY + SCRUB 500ML Pack of 2,NPD,Vooki Division,Vooki Premium,Home and Office Care,BOX,,191.42932,1,03-Oct-25,,,,,,"Manikandan.S,",Recovered
8312,PC26PZT-IN304,03-Oct-25,04-Oct-25,04-Oct-25,100,CCL - Tiruppur (KC),SHED A,,2308.5,2308.5,0,9,9,0,32159090,25650,4617,30267,PURE CHEMICALS CO,26279,PCT - Puzhal Tr,Tamil Nadu,33AAYFP5219Q1ZC,15395,03-Oct-25,18610825_21-FEB-2026,INR,1,,IMMEDIATE,MTPCHDCB00050831,PUREPRINT DC WHITE SPL,Performance Chemicals,Textile & Paper Division,Textile(PTJ),Pureprint Chemicals,KG,,256.5,1000,03-Oct-25,,,,,,"Velmurugan.S,",Recovered
7669,PS26TKT-IN956,03-Oct-25,04-Oct-25,04-Oct-25,950,CCL - Erode (VC),SHED A,,7742.68677,7742.68677,0,9,9,0,34021300,86029.853,15485.37354,101515.2265,PON PURE SPECIALITY CHEMICAL PRIVATE LIMITED,25742,PST - Thervoyka,Tamil Nadu,33AALCP9560E1Z8,15396,03-Oct-25,102025-PPS25091034,INR,1,,IMMEDIATE,MTPRHDCB00050121,PURONAL EXTRACT CMC LIQ,Performance Chemicals,Textile & Paper Division,Textile Pure,Pretreatment,KG,,90.55774,1000,03-Oct-25,,,,PS26TKT-IN956-724-70910,Accounted,"Vigneshwaran Mookaiyan,",Recovered
30520,SI2511002917,25-Sep-25,03-Oct-25,03-Oct-25,400,PPC - Madhavaram,SHED A,,0,0,15984,0,0,18,39069060,88800,15984,104784,ARKEMA CHEMICALS (INDIA) PVT LTD,10709,ARKEMA-NAVI MUM,Maharashtra,27AAACC6482F1ZO,197062,03-Oct-25,197062-SI2511002917,INR,1,03-Oct-25,75 days (Term date + 75),TRAKMSBR00200041,SYNOCURE 868S-60,Performance Chemicals,PNC Division,Resin - Arkema,Arkema,KG,,222,600,03-Oct-25,,,,SI2511002917,Accounted,"Jacob James Raja ,",Recovered
13830,,06-Oct-25,06-Oct-25,06-Oct-25,23500,PCT - Madhavaram Trading,Quarantine,,0,0,0,0,0,0,27075000,1879357.04,0,1879357.04,PURE CHEMICALS CO,26279,PCT - ENNORE DU,Tamil Nadu,33AAYFP5219Q1ZC,9060,04-Oct-25,2623,INR,1,,IMMEDIATE,TIBNAX00000C9061,SOLVESSO 100 FLUID,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,79.97264,23500,04-Oct-25,,,PCT-MAD-25-26-1484,,,"Prasanth Radhakrishnan,",GST Claim NA
30531,ME1086,26-Sep-25,04-Oct-25,04-Oct-25,1600,PPC - Madhavaram,SHED D,,0,0,28080,0,0,18,29051220,156000,28080,184080,MITKALP EXIM PRIVATE LIMITED,27050,MITKALP-MUMB,Maharashtra,27AAPCM6121Q1ZS,196751,25-Sep-25,IPA-DRM-TG-09-25-15-26.09.2025,INR,1,25-Sep-25,70 days (Term date +70),TDIMSN1600IPA008,ISO PROPYL ALCOHOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Packed,97.5,1600,25-Sep-25,,,PPC-MAD-25-26-1479,ME1086,Accounted,"Prasanth Radhakrishnan,",Recovered
20169,GUJ/25-26/07083,04-Oct-25,04-Oct-25,04-Oct-25,6150,PPC - Kandla Port (Duty Paid),CRL,,37361.25,37361.25,0,9,9,0,29023000,415125,74722.5,489847.5,KLJ RESOURCES LIMITED,14133,KUTCH-TDS-PUR,Gujarat,24AABCK1181C1Z5,195917,09-Sep-25,195917-GUJ-25-2607083,INR,1,09-Sep-25,70 days (Term date +70),TDBNAX0000TOL001,TOLUENE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Bulk,67.5,60000,09-Sep-25,,,,GUJ/25-26/07083,Accounted,"Prasanth Radhakrishnan,",Recovered
12739,PC26EPD-IN80,04-Oct-25,10-Oct-25,10-Oct-25,20070,PPC - Bavla,SHED C-NOR,,0,0,290922.678,0,0,18,29011000,1616237.1,290922.678,1907159.778,PURE CHEMICALS CO,26279,PCT - ENNORE DU,Tamil Nadu,33AAYFP5219Q1ZC,108897,04-Oct-25,2624,INR,1,,IMMEDIATE,TIBNAX000EXHX006,EXXSOL HEXANE FLUID,General Chemicals,GC1,Differentiated,Exxon Speciality Solvents,KG,,80.53,20070,04-Oct-25,,,,PC26EPD-IN80-844-70982,Unaccounted,"Jeyastan, Mr.",Recovered
10250,F11202512505,22-Sep-25,06-Oct-25,06-Oct-25,100,CCC - Erode (VC),SHED A,,0,0,1386,0,0,18,34029099,7700,1386,9086,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55462,30-Sep-25,3501250176-22-09-2025,INR,1,30-Sep-25,45 days (Term date + 45),TTDAHDCB00100023,EKALINE FI LIQ,Performance Chemicals,Textile & Paper Division,Textile,Dyeing Auxillary,KG,,77,100,30-Sep-25,,,,F11202512505,Accounted,"Prasanth Radhakrishnan,",Recovered
185,PP26PZT-IN1031,06-Oct-25,16-Oct-25,16-Oct-25,360,PPC - Hyderabad (Edgistify),SHED A,,0,0,6808.635792,0,0,18,34029099,37825.7544,6808.635792,44634.39019,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Puzhal,Tamil Nadu,33AACCP3026E1Z0,108948,06-Oct-25,COMBO-20.07.2025,INR,1,,IMMEDIATE,MVMPCBTHDD500009,VOOKI HARD STAINS SPRAY+WIPE 500ML,NPD,Vooki Division,Vooki Premium,Home and Office Care,EA,,105.07154,360,06-Oct-25,,,,,,"Prabakaran.M,",Recovered
5040,2465304107,24-Sep-25,06-Oct-25,06-Oct-25,200,PCM - Illalor MFG,Quarantine,,2378.7,2378.7,0,9,9,0,29337100,26430,4757.4,31187.4,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,12868,CHNT-TDS-PUR,Tamil Nadu,33AAACG7996C1ZK,9976,19-Sep-25,15AUG25 24092025,INR,1,19-Sep-25,100% Advance,TD04PGBG00025144,CAPROLACTAM (FLAKES),Performance Chemicals,Raw  Material,Paints & Coatings,Coating chemical,KG,,132.15,200,19-Sep-25,,,,2465304107,Accounted,"Sivakumar J,",Recovered
7690,PO26HST-IN65,07-Oct-25,08-Oct-25,08-Oct-25,575,CCL - Erode (VC),SHED E,,566.9265688,566.9265688,0,2.5,2.5,0,35051090,22677.06275,1133.853138,23810.91589,PURE ORGANIC INDUSTRIES TRADING,25864,POT - Hosur Tra,Tamil Nadu,33AAFFP0932K1ZD,15421,07-Oct-25,101732-POI25097530,INR,1,,IMMEDIATE,MTSCPGBG00025054,PURESIZE JET MAX MS,Performance Chemicals,Textile & Paper Division,Textile Pure,Sizing Chemical,KG,,39.43837,15000,07-Oct-25,,,,,,"Vigneshwaran Mookaiyan,",Recovered
7690,PO26HST-IN65,07-Oct-25,08-Oct-25,08-Oct-25,1000,CCL - Erode (VC),SHED E,,985.95925,985.95925,0,2.5,2.5,0,35051090,39438.37,1971.9185,41410.2885,PURE ORGANIC INDUSTRIES TRADING,25864,POT - Hosur Tra,Tamil Nadu,33AAFFP0932K1ZD,15421,07-Oct-25,101732-POI25097534,INR,1,,IMMEDIATE,MTSCPGBG00025054,PURESIZE JET MAX MS,Performance Chemicals,Textile & Paper Division,Textile Pure,Sizing Chemical,KG,,39.43837,15000,07-Oct-25,,,,,,"Vigneshwaran Mookaiyan,",Recovered
8351,PP26PER-IN1103,07-Oct-25,07-Oct-25,07-Oct-25,285,CCL - Tiruppur (KC),SHED A,,2605.248185,2605.248185,0,9,9,0,39069090,28947.20205,5210.496369,34157.69842,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-PERUNDURAI,Tamil Nadu,33AACCP3026E1Z0,15422,07-Oct-25,101678-PPH2509046,INR,1,,IMMEDIATE,MTPCHDBR00220920,PUREPRINT BINDER AFT,Performance Chemicals,Textile & Paper Division,Textile(PTJ),Pureprint Chemicals,KG,,101.56913,420,07-Oct-25,,,,PP26PER-IN1103-101-71071,Unaccounted,"Velmurugan.S,",Recovered
